onetsoc_code,cip_code,match_strength,qualifier,note
29-1122.01,52.1201,0.94,,"seeded from ""Computer Information Systems"""
29-1123.00,13.1314,0.98,,"seeded from ""K-12 Physical Education"""
29-1123.00,51.2201,0.72,,"seeded from ""Public Health"""
29-1124.00,51.0701,0.75,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1124.00,51.2706,0.75,,"seeded from ""Health Care Information Systems Major"""
29-1124.00,51.3399,0.95,,"resolved from ""Integrative Health Care"""
29-1124.00,54.0101,0.75,,"seeded from ""History"""
29-1125.00,44.0701,0.83,,"seeded from ""Social Work"""
29-1125.00,51.0001,0.83,"Sport Nutrition Major, B.S.","seeded from ""Sport Nutrition""; CIP shared"
29-1125.00,51.3399,0.83,,"resolved from ""Integrative Health Care"""
29-1126.00,51.0701,0.83,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1126.00,51.2706,0.83,,"seeded from ""Health Care Information Systems Major"""
29-1126.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-1127.00,13.1001,0.70,,"seeded from ""Special Education"""
29-1127.00,51.0201,0.98,,"seeded from ""Speech, Language, Hearing Sciences"""
29-1128.00,13.1314,0.78,,"seeded from ""K-12 Physical Education"""
29-1128.00,31.0505,0.98,,"seeded from ""Exercise Science"""
29-1128.00,51.9999,0.67,,"resolved from ""Lifestyle Medicine"""
29-1129.00,23.1304,0.90,,"seeded from ""Communication Studies"""
29-1129.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-1129.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-1129.01,13.1302,0.90,,"seeded from ""Art Education"""
29-1129.01,13.1314,0.90,,"seeded from ""K-12 Physical Education"""
29-1129.01,50.0702,0.90,,"seeded from ""Art"""
29-1129.01,50.0703,0.90,,"seeded from ""Art History, Theory, and Criticism"""
29-1129.02,50.0901,0.98,,"seeded from ""Music"""
29-1131.00,03.0104,0.89,,"seeded from ""Environmental Science"""
29-1131.00,26.0101,0.89,,"seeded from ""Biology"""
29-1131.00,26.0202,0.89,,"seeded from ""Biochemistry"""
29-1131.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
29-1131.00,40.0501,0.89,,"seeded from ""Chemistry"""
29-1131.00,40.0601,0.89,,"seeded from ""Applied Geology"""
29-1141.00,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1141.00,51.2201,0.80,,"seeded from ""Public Health"""
29-1141.01,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1141.01,51.2201,0.80,,"seeded from ""Public Health"""
29-1141.02,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1141.02,51.2201,0.80,,"seeded from ""Public Health"""
29-1141.03,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1141.03,51.2201,0.80,,"seeded from ""Public Health"""
29-1141.04,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1141.04,51.2201,0.80,,"seeded from ""Public Health"""
29-1151.00,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1151.00,51.2201,0.80,,"seeded from ""Public Health"""
29-1161.00,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1161.00,51.2201,0.80,,"seeded from ""Public Health"""
29-1171.00,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1171.00,51.2201,0.80,,"seeded from ""Public Health"""
29-1181.00,13.1001,0.70,,"seeded from ""Special Education"""
29-1181.00,51.0201,0.98,,"seeded from ""Speech, Language, Hearing Sciences"""
29-1211.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-1211.00,52.0201,0.94,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-1211.00,52.0301,0.72,,"seeded from ""Accounting"""
29-1212.00,51.2201,0.90,,"seeded from ""Public Health"""
29-1213.00,51.2201,0.94,,"seeded from ""Public Health"""
29-1213.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-1214.00,43.0202,0.94,,"seeded from ""Fire and Emergency Response Administration"""
29-1214.00,51.0701,0.78,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1214.00,51.2706,0.78,,"seeded from ""Health Care Information Systems Major"""
29-1214.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-1214.00,51.9999,0.94,,"resolved from ""Lifestyle Medicine"""
29-1215.00,05.0201,0.65,,"seeded from ""Africana Studies"""
29-1215.00,42.2703,0.98,,"seeded from ""Human Development and Family Studies"""
29-1215.00,51.0701,0.65,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
29-1216.00,51.2706,0.71,,"seeded from ""Health Care Information Systems Major"""
29-1216.00,51.9999,0.94,,"resolved from ""Lifestyle Medicine"""
29-1217.00,51.2201,0.90,,"seeded from ""Public Health"""
29-1218.00,51.0701,0.83,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1218.00,51.2201,0.83,,"seeded from ""Public Health"""
29-1218.00,51.2706,0.83,,"seeded from ""Health Care Information Systems Major"""
29-1218.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-1221.00,51.2201,0.90,,"seeded from ""Public Health"""
29-1221.00,51.3399,0.90,,"resolved from ""Integrative Health Care"""
29-1222.00,51.0201,0.94,,"seeded from ""Speech, Language, Hearing Sciences"""
29-1222.00,51.2201,0.94,,"seeded from ""Public Health"""
29-1222.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-1223.00,23.1304,0.90,,"seeded from ""Communication Studies"""
29-1223.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-1223.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-1224.00,51.2201,0.94,,"seeded from ""Public Health"""
29-1224.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-1224.00,51.9999,0.94,,"resolved from ""Lifestyle Medicine"""
29-1229.00,23.1304,0.90,,"seeded from ""Communication Studies"""
29-1229.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-1229.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-1229.01,51.2201,0.90,,"seeded from ""Public Health"""
29-1229.02,31.0505,0.78,,"seeded from ""Exercise Science"""
29-1229.02,43.0202,0.78,,"seeded from ""Fire and Emergency Response Administration"""
29-1229.02,51.2706,0.78,,"seeded from ""Health Care Information Systems Major"""
29-1229.02,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-1229.03,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
29-1229.03,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-1229.04,13.1314,0.98,,"seeded from ""K-12 Physical Education"""
29-1229.04,31.0505,0.72,,"seeded from ""Exercise Science"""
29-1229.04,51.9999,0.98,,"resolved from ""Lifestyle Medicine"""
29-1229.05,51.2201,0.98,,"seeded from ""Public Health"""
29-1229.05,51.3399,0.85,,"resolved from ""Integrative Health Care"""
29-1229.05,51.9999,0.83,,"resolved from ""Lifestyle Medicine"""
29-1229.06,31.0504,0.98,,"seeded from ""Sport Management"""
29-1229.06,31.0505,0.87,,"seeded from ""Exercise Science"""
29-1229.06,51.0001,0.84,"Sport Nutrition Major, B.S.","seeded from ""Sport Nutrition""; CIP shared"
29-1229.06,51.9999,0.84,,"resolved from ""Lifestyle Medicine"""
29-1241.00,51.2201,0.90,,"seeded from ""Public Health"""
29-1242.00,51.2201,0.90,,"seeded from ""Public Health"""
29-1243.00,26.0202,0.72,,"seeded from ""Biochemistry"""
29-1243.00,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
29-1243.00,51.2201,0.94,,"seeded from ""Public Health"""
29-1249.00,23.1304,0.90,,"seeded from ""Communication Studies"""
29-1249.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-1249.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-1291.00,30.1901,0.94,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
29-1291.00,51.0701,0.94,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1291.00,51.2201,0.94,,"seeded from ""Public Health"""
29-1291.00,51.2706,0.94,,"seeded from ""Health Care Information Systems Major"""
29-1291.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-1292.00,51.0701,0.86,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1292.00,51.2201,0.86,,"seeded from ""Public Health"""
29-1292.00,51.2706,0.86,,"seeded from ""Health Care Information Systems Major"""
29-1292.00,51.3399,0.92,,"resolved from ""Integrative Health Care"""
29-1299.00,51.0701,0.80,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-1299.00,51.2201,0.80,,"seeded from ""Public Health"""
29-1299.00,51.2706,0.80,,"seeded from ""Health Care Information Systems Major"""
29-1299.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-1299.01,15.0613,0.68,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
29-1299.01,15.0613,0.68,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
29-1299.01,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
29-1299.02,23.1304,0.90,,"seeded from ""Communication Studies"""
29-1299.02,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-1299.02,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-2011.00,26.0101,0.98,,"seeded from ""Biology"""
29-2011.00,26.0202,0.91,,"seeded from ""Biochemistry"""
29-2011.01,26.0101,0.90,,"seeded from ""Biology"""
29-2011.01,26.0202,0.90,,"seeded from ""Biochemistry"""
29-2011.01,51.2201,0.90,,"seeded from ""Public Health"""
29-2011.02,23.1304,0.90,,"seeded from ""Communication Studies"""
29-2011.02,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-2011.02,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-2011.04,26.0101,0.96,,"seeded from ""Biology"""
29-2011.04,30.1901,0.98,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
29-2011.04,40.0501,0.96,,"seeded from ""Chemistry"""
29-2011.04,51.0701,0.83,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2011.04,51.2201,0.98,,"seeded from ""Public Health"""
29-2011.04,51.2706,0.83,,"seeded from ""Health Care Information Systems Major"""
29-2012.00,26.0101,0.98,,"seeded from ""Biology"""
29-2012.00,26.0202,0.91,,"seeded from ""Biochemistry"""
29-2012.01,03.0104,0.89,,"seeded from ""Environmental Science"""
29-2012.01,26.0101,0.89,,"seeded from ""Biology"""
29-2012.01,26.0202,0.89,,"seeded from ""Biochemistry"""
29-2012.01,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
29-2012.01,40.0501,0.89,,"seeded from ""Chemistry"""
29-2012.01,40.0601,0.89,,"seeded from ""Applied Geology"""
29-2031.00,26.0101,0.90,,"seeded from ""Biology"""
29-2031.00,26.0202,0.90,,"seeded from ""Biochemistry"""
29-2031.00,40.0501,0.90,,"seeded from ""Chemistry"""
29-2031.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-2032.00,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
29-2032.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-2033.00,26.0101,0.80,,"seeded from ""Biology"""
29-2033.00,30.1901,0.80,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
29-2033.00,40.0501,0.80,,"seeded from ""Chemistry"""
29-2033.00,51.3399,0.80,,"resolved from ""Integrative Health Care"""
29-2033.00,51.9999,0.98,,"resolved from ""Lifestyle Medicine"""
29-2034.00,26.0101,0.80,,"seeded from ""Biology"""
29-2034.00,26.0202,0.80,,"seeded from ""Biochemistry"""
29-2034.00,40.0501,0.80,,"seeded from ""Chemistry"""
29-2034.00,40.0801,0.83,,"seeded from ""Physics"""
29-2034.00,51.3399,0.83,,"resolved from ""Integrative Health Care"""
29-2035.00,11.0701,0.94,,"seeded from ""Computer Science"""
29-2035.00,11.1003,0.94,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
29-2035.00,14.0901,0.94,,"seeded from ""Computer Engineering"""
29-2035.00,52.1201,0.94,,"seeded from ""Computer Information Systems"""
29-2035.00,52.1399,0.94,,"seeded from ""Business Intelligence"""
29-2036.00,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
29-2036.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-2042.00,43.0202,0.98,,"seeded from ""Fire and Emergency Response Administration"""
29-2042.00,44.0000,0.78,,"seeded from ""Human Services"""
29-2042.00,51.0701,0.80,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2042.00,51.2706,0.80,,"seeded from ""Health Care Information Systems Major"""
29-2042.00,51.3399,0.93,,"resolved from ""Integrative Health Care"""
29-2043.00,43.0202,0.98,,"seeded from ""Fire and Emergency Response Administration"""
29-2043.00,44.0000,0.80,,"seeded from ""Human Services"""
29-2043.00,51.0701,0.83,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2043.00,51.2706,0.83,,"seeded from ""Health Care Information Systems Major"""
29-2043.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-2051.00,30.1901,0.98,"Nutrition and Dietetics Major, B.S.","seeded from ""Nutrition and Dietetics""; CIP shared"
29-2051.00,30.1901,0.83,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
29-2051.00,51.0001,0.83,"Sport Nutrition Major, B.S.","seeded from ""Sport Nutrition""; CIP shared"
29-2051.00,52.0901,0.82,,"seeded from ""Hospitality Leadership"""
29-2052.00,26.0101,0.72,,"seeded from ""Biology"""
29-2052.00,26.0202,0.78,,"seeded from ""Biochemistry"""
29-2052.00,40.0501,0.75,,"seeded from ""Chemistry"""
29-2052.00,51.0701,0.70,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2052.00,51.2201,0.82,,"seeded from ""Public Health"""
29-2052.00,51.3399,0.88,,"resolved from ""Integrative Health Care"""
29-2053.00,51.0701,0.86,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2053.00,51.2706,0.86,,"seeded from ""Health Care Information Systems Major"""
29-2053.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-2055.00,52.0201,0.76,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-2056.00,26.0101,0.94,,"seeded from ""Biology"""
29-2056.00,30.1901,0.94,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
29-2056.00,40.0501,0.94,,"seeded from ""Chemistry"""
29-2056.00,51.2201,0.94,,"seeded from ""Public Health"""
29-2056.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
29-2057.00,51.2706,0.75,,"seeded from ""Health Care Information Systems Major"""
29-2057.00,51.3399,0.92,,"resolved from ""Integrative Health Care"""
29-2061.00,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2061.00,51.2201,0.80,,"seeded from ""Public Health"""
29-2072.00,51.2706,0.96,,"seeded from ""Health Care Information Systems Major"""
29-2072.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-2081.00,26.0101,0.94,,"seeded from ""Biology"""
29-2081.00,30.1901,0.94,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
29-2081.00,40.0501,0.94,,"seeded from ""Chemistry"""
29-2081.00,44.0701,0.94,,"seeded from ""Social Work"""
29-2081.00,50.0404,0.94,,"seeded from ""Industrial Design"""
29-2091.00,50.0404,0.94,,"seeded from ""Industrial Design"""
29-2091.00,50.0702,0.72,,"seeded from ""Art"""
29-2091.00,50.0703,0.72,,"seeded from ""Art History, Theory, and Criticism"""
29-2092.00,50.0404,0.77,,"seeded from ""Industrial Design"""
29-2092.00,51.0201,0.98,,"seeded from ""Speech, Language, Hearing Sciences"""
29-2092.00,51.0701,0.65,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
29-2099.00,51.0701,0.84,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2099.00,51.2201,0.84,,"seeded from ""Public Health"""
29-2099.00,51.2706,0.84,,"seeded from ""Health Care Information Systems Major"""
29-2099.00,51.3399,0.84,,"resolved from ""Integrative Health Care"""
29-2099.01,23.1304,0.90,,"seeded from ""Communication Studies"""
29-2099.01,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-2099.01,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
29-2099.05,51.2706,0.75,,"seeded from ""Health Care Information Systems Major"""
29-2099.05,51.3399,0.92,,"resolved from ""Integrative Health Care"""
29-2099.08,30.1901,0.78,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
29-2099.08,51.0701,0.90,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-2099.08,51.2201,0.78,,"seeded from ""Public Health"""
29-2099.08,51.2706,0.90,,"seeded from ""Health Care Information Systems Major"""
29-2099.08,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-9021.00,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
29-9021.00,51.3399,0.80,,"resolved from ""Integrative Health Care"""
29-9091.00,43.0104,0.72,,"seeded from ""Criminal Justice and Criminology"""
29-9091.00,43.0202,0.94,,"seeded from ""Fire and Emergency Response Administration"""
29-9091.00,54.0101,0.72,,"seeded from ""History"""
29-9092.00,42.2703,0.98,,"seeded from ""Human Development and Family Studies"""
29-9092.00,42.2799,0.78,,"seeded from ""Psychology Major"""
29-9092.00,44.0000,0.78,,"seeded from ""Human Services"""
29-9093.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
29-9093.00,52.0299,0.94,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
29-9093.00,52.0301,0.72,,"seeded from ""Accounting"""
29-9099.00,09.0908,0.98,,"seeded from ""Technical Writing and Editing"""
29-9099.00,51.0701,0.80,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-9099.00,51.2201,0.80,,"seeded from ""Public Health"""
29-9099.00,51.2706,0.80,,"seeded from ""Health Care Information Systems Major"""
29-9099.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
29-9099.01,51.0701,0.90,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
29-9099.01,51.2706,0.90,,"seeded from ""Health Care Information Systems Major"""
29-9099.01,51.3399,0.90,,"resolved from ""Integrative Health Care"""
31-1121.00,51.0701,0.87,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
31-1121.00,51.2201,0.87,,"seeded from ""Public Health"""
31-1121.00,51.2706,0.87,,"seeded from ""Health Care Information Systems Major"""
31-1121.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
31-1122.00,05.0201,0.94,,"seeded from ""Africana Studies"""
31-1122.00,05.0203,0.94,,"seeded from ""Chicano Studies"""
31-1122.00,44.0000,0.94,,"seeded from ""Human Services"""
31-1122.00,44.0701,0.94,,"seeded from ""Social Work"""
31-1122.00,45.1101,0.94,,"seeded from ""Sociology"""
31-1131.00,51.0701,0.72,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
31-1131.00,51.2201,0.80,,"seeded from ""Public Health"""
31-1132.00,51.3399,0.90,,"resolved from ""Integrative Health Care"""
31-1133.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
31-2011.00,13.0501,0.90,,"seeded from ""Instructional Design and Technology"""
31-2011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
31-2011.00,42.2703,0.90,,"seeded from ""Human Development and Family Studies"""
31-2011.00,45.1001,0.90,,"seeded from ""Political Science"""
31-2012.00,51.0701,0.72,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
31-2012.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
31-2021.00,31.0505,0.98,,"seeded from ""Exercise Science"""
31-2021.00,51.3399,0.79,,"resolved from ""Integrative Health Care"""
31-2022.00,31.0505,0.98,,"seeded from ""Exercise Science"""
31-2022.00,51.3399,0.79,,"resolved from ""Integrative Health Care"""
31-9011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
31-9011.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
31-9011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
31-9091.00,51.2706,0.92,,"seeded from ""Health Care Information Systems Major"""
31-9091.00,51.3399,0.88,,"resolved from ""Integrative Health Care"""
31-9092.00,51.2706,0.89,,"seeded from ""Health Care Information Systems Major"""
31-9092.00,51.3399,0.81,,"resolved from ""Integrative Health Care"""
31-9093.00,26.0101,0.83,,"seeded from ""Biology"""
31-9093.00,30.1901,0.83,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
31-9093.00,40.0501,0.83,,"seeded from ""Chemistry"""
31-9093.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
31-9094.00,43.0202,0.83,,"seeded from ""Fire and Emergency Response Administration"""
31-9094.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
31-9094.00,52.0201,0.83,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
31-9094.00,52.0299,0.83,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
31-9095.00,26.0101,0.81,,"seeded from ""Biology"""
31-9095.00,26.0202,0.81,,"seeded from ""Biochemistry"""
31-9095.00,40.0501,0.81,,"seeded from ""Chemistry"""
31-9095.00,51.0701,0.81,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
31-9095.00,51.3399,0.81,,"resolved from ""Integrative Health Care"""
31-9096.00,26.0101,0.92,,"seeded from ""Biology"""
31-9096.00,40.0501,0.92,,"seeded from ""Chemistry"""
31-9096.00,51.0701,0.98,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
31-9096.00,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
31-9096.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
31-9097.00,03.0104,0.89,,"seeded from ""Environmental Science"""
31-9097.00,26.0101,0.89,,"seeded from ""Biology"""
31-9097.00,26.0202,0.89,,"seeded from ""Biochemistry"""
31-9097.00,30.7001,0.89,,"seeded from ""Data Science and Machine Learning"""
31-9097.00,40.0501,0.89,,"seeded from ""Chemistry"""
31-9097.00,40.0601,0.89,,"seeded from ""Applied Geology"""
31-9099.00,44.0701,0.80,,"seeded from ""Social Work"""
31-9099.00,51.0701,0.80,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
31-9099.00,51.2201,0.80,,"seeded from ""Public Health"""
31-9099.00,51.2706,0.80,,"seeded from ""Health Care Information Systems Major"""
31-9099.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
31-9099.01,13.1001,0.70,,"seeded from ""Special Education"""
31-9099.01,51.0201,0.98,,"seeded from ""Speech, Language, Hearing Sciences"""
33-1011.00,42.2799,0.70,,"seeded from ""Psychology Major"""
33-1011.00,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
33-1011.00,45.1001,0.68,,"seeded from ""Political Science"""
33-1012.00,42.2799,0.70,,"seeded from ""Psychology Major"""
33-1012.00,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
33-1012.00,45.1001,0.68,,"seeded from ""Political Science"""
33-1021.00,43.0104,0.65,,"seeded from ""Criminal Justice and Criminology"""
33-1021.00,43.0202,0.98,,"seeded from ""Fire and Emergency Response Administration"""
33-1021.00,44.0701,0.83,,"seeded from ""Social Work"""
33-1091.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
33-1091.00,43.0104,0.72,,"seeded from ""Criminal Justice and Criminology"""
33-1091.00,44.0701,0.80,,"seeded from ""Social Work"""
33-1099.00,44.0701,0.93,,"seeded from ""Social Work"""
33-1099.00,52.0201,0.80,"Management Major, B.S.","seeded from ""Management""; CIP shared"
33-2011.00,43.0104,0.68,,"seeded from ""Criminal Justice and Criminology"""
33-2011.00,43.0202,0.96,,"seeded from ""Fire and Emergency Response Administration"""
33-2011.00,51.2201,0.70,,"seeded from ""Public Health"""
33-2021.00,43.0104,0.65,,"seeded from ""Criminal Justice and Criminology"""
33-2021.00,43.0202,0.98,,"seeded from ""Fire and Emergency Response Administration"""
33-2021.00,45.1001,0.77,,"seeded from ""Political Science"""
33-2022.00,43.0104,0.65,,"seeded from ""Criminal Justice and Criminology"""
33-2022.00,43.0202,0.98,,"seeded from ""Fire and Emergency Response Administration"""
33-2022.00,54.0101,0.65,,"seeded from ""History"""
33-3011.00,43.0104,0.72,,"seeded from ""Criminal Justice and Criminology"""
33-3011.00,43.0202,0.72,,"seeded from ""Fire and Emergency Response Administration"""
33-3011.00,45.1001,0.94,,"seeded from ""Political Science"""
33-3012.00,42.2799,0.70,,"seeded from ""Psychology Major"""
33-3012.00,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
33-3012.00,45.1001,0.68,,"seeded from ""Political Science"""
33-3021.00,42.2799,0.70,,"seeded from ""Psychology Major"""
33-3021.00,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
33-3021.00,45.1001,0.68,,"seeded from ""Political Science"""
33-3021.02,42.2799,0.70,,"seeded from ""Psychology Major"""
33-3021.02,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
33-3021.02,45.1001,0.68,,"seeded from ""Political Science"""
33-3021.06,43.0104,0.98,,"seeded from ""Criminal Justice and Criminology"""
33-3021.06,43.0202,0.66,,"seeded from ""Fire and Emergency Response Administration"""
33-3021.06,45.1001,0.79,,"seeded from ""Political Science"""
33-3031.00,03.0104,0.83,,"seeded from ""Environmental Science"""
33-3031.00,26.0101,0.98,,"seeded from ""Biology"""
33-3031.00,45.1001,0.83,,"seeded from ""Political Science"""
33-3031.00,51.2201,0.80,,"seeded from ""Public Health"""
33-3041.00,09.0900,0.80,,"seeded from ""Public Relations"""
33-3041.00,44.0701,0.93,,"seeded from ""Social Work"""
33-3041.00,51.2201,0.80,,"seeded from ""Public Health"""
33-3051.00,42.2799,0.70,,"seeded from ""Psychology Major"""
33-3051.00,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
33-3051.00,45.1001,0.68,,"seeded from ""Political Science"""
33-3051.04,45.1001,0.90,,"seeded from ""Political Science"""
33-3052.00,42.2799,0.70,,"seeded from ""Psychology Major"""
33-3052.00,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
33-3052.00,45.1001,0.68,,"seeded from ""Political Science"""
33-9011.00,44.0701,0.93,,"seeded from ""Social Work"""
33-9021.00,42.2799,0.70,,"seeded from ""Psychology Major"""
33-9021.00,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
